Token,Condition,Prefix2,Prefix1,Root,Suffix1,Suffix2,Wordlength,Monomorpheme,MonoPrefix2,MonoPrefix1,MonoRoot,MonoSuffix1,MonoSuffix2,ErrorPrefix2,ErrorPrefix1,ErrorRoot,ErrorSuffix1,ErrorSuffix2,ChangedIndexP2,ChangedIndexP1,ChangedIndexR,ChangedIndexS1,ChangedIndexS2,MonoErrorPrefix2,MonoErrorPrefix1,MonoErrorRoot,MonoErrorSuffix1,MonoErrorSuffix2,MonoChangedIndexP2,MonoChangedIndexP1,MonoChangedIndexR,MonoChangedIndexS1,MonoChangedIndexS2
prewowdfulable,prss,,pre,wowd,ful,able,14,rpeowwdlufelab,,rpe,owwd,luf,elab,,hrewowdfulable,prewewdfulable,prewowdfujable,prewowdfulasle,,0.0,1,2.0,1.0,,rpaowwdlufelab,rpeomwdlufelab,rpeowwdlutelab,rpeowwdlufeleb,,2.0,1,2.0,2.0
uncotfulable,prss,,un,cot,ful,able,12,nuoctulflbea,,nu,oct,ulf,lbea,,uycotfulable,unfotfulable,uncottulable,uncotfulatle,,1.0,0,0.0,1.0,,muoctulflbea,nuocsulflbea,nuoctilflbea,nuoctulflbei,,0.0,2,0.0,3.0
inwowderion,prss,,in,wowd,er,ion,11,nidwworeoni,,ni,dwwo,re,oni,,enwowderion,inwoyderion,inwowdorion,inwowdereon,,0.0,2,0.0,0.0,,yidwworeoni,nidrworeoni,nidwworuoni,nidwworeomi,,0.0,1,1.0,1.0
unhesesioner,prss,,un,heses,ion,er,12,nusheseinore,,nu,shese,ino,re,,onhesesioner,unhosesioner,unhesesianer,unhesesionew,,0.0,1,1.0,1.0,,wusheseinore,nushedeinore,nusheseinire,nusheseinome,,0.0,3,2.0,0.0
precotioner,prss,,pre,cot,ion,er,11,reptcoinore,,rep,tco,ino,re,,drecotioner,precetioner,precotooner,precotionem,,0.0,1,0.0,1.0,,raptcoinore,reppcoinore,reptcoinere,reptcoinoru,,1.0,0,2.0,1.0
dewowdableful,prss,,de,wowd,able,ful,13,edodwwbaellfu,,ed,odww,bael,lfu,,cewowdableful,dewomdableful,dewowdabmeful,dewowdablefuy,,0.0,2,2.0,2.0,,ododwwbaellfu,edodnwbaellfu,edodwwbaemlfu,edodwwbaellfo,,0.0,2,3.0,2.0
denisableful,prss,,de,nis,able,ful,12,edsnilbealuf,,ed,sni,lbea,luf,,benisableful,denesableful,denisabmeful,denisablefum,,0.0,1,2.0,2.0,,adsnilbealuf,edsrilbealuf,edsniltealuf,edsnilbealef,,0.0,1,1.0,1.0
prealpaioner,prss,,pre,alpa,ion,er,12,erpaplaniore,,erp,apla,nio,re,,pmealpaioner,prealcaioner,prealpaeoner,prealpaionem,,1.0,2,0.0,1.0,,erhaplaniore,erpablaniore,erpaplaneore,erpaplaniora,,2.0,1,1.0,1.0
prewowdfulable,prss,,pre,wowd,ful,able,14,repowdwuflealb,,rep,owdw,ufl,ealb,,prowowdfulable,prelowdfulable,prewowdfilable,prewowdfuleble,,2.0,0,1.0,0.0,,lepowdwuflealb,repowpwuflealb,repowdwufrealb,repowdwufleamb,,0.0,2,2.0,2.0
prehesesfulable,prss,,pre,heses,ful,able,15,repsseehlfuaebl,,rep,sseeh,lfu,aebl,,pmehesesfulable,prehesisfulable,prehesesfurable,prehesesfulaple,,1.0,3,2.0,1.0,,wepsseehlfuaebl,repfseehlfuaebl,repsseehlfoaebl,repsseehlfuaibl,,0.0,0,2.0,1.0
indayerion,prss,,in,day,er,ion,10,niaydreino,,ni,ayd,re,ino,,ondayerion,indoyerion,indayirion,indayeroon,,0.0,1,0.0,0.0,,riaydreino,niuydreino,niaydroino,niaydreiyo,,0.0,0,1.0,1.0
inesitioner,prss,,in,esit,ion,er,11,nitisenoire,,ni,tise,noi,re,,iresitioner,inesationer,inesitiower,inesitionir,,1.0,2,2.0,0.0,,netisenoire,nidisenoire,nitisenoere,nitisenoime,,1.0,0,2.0,0.0
predayioner,prss,,pre,day,ion,er,11,eprydaonire,,epr,yda,oni,re,,pledayioner,predeyioner,predayaoner,predayionem,,1.0,1,0.0,1.0,,etrydaonire,eprrdaonire,eprydaonare,eprydaonira,,1.0,0,2.0,1.0
initeableful,prss,,in,ite,able,ful,12,nietieblaflu,,ni,eti,ebla,flu,,iliteableful,initaableful,initeabreful,initeabletul,,1.0,2,2.0,0.0,,nuetieblaflu,niesieblaflu,nietiablaflu,nietieblaplu,,1.0,1,0.0,0.0
predayioner,prss,,pre,day,ion,er,11,eprydanoire,,epr,yda,noi,re,,pradayioner,predarioner,predayooner,predayionar,,2.0,2,0.0,0.0,,egrydanoire,eprldanoire,eprydaroire,eprydanoiri,,1.0,0,0.0,1.0
inwowderion,prss,,in,wowd,er,ion,11,niowdwreoin,,ni,owdw,re,oin,,anwowderion,inwewderion,inwowdewion,inwowderiom,,0.0,1,1.0,2.0,,neowdwreoin,niiwdwreoin,niowdwrooin,niowdwreein,,1.0,0,1.0,0.0
deitefulable,prss,,de,ite,ful,able,12,edietflubela,,ed,iet,flu,bela,,diitefulable,deisefulable,deitefolable,deitefulabme,,1.0,1,1.0,2.0,,udietflubela,ediutflubela,edietfnubela,edietflubila,,0.0,1,1.0,1.0
decotfulable,prss,,de,cot,ful,able,12,edctoulfleab,,ed,cto,ulf,leab,,fecotfulable,decetfulable,decotfolable,decotfulible,,0.0,1,1.0,0.0,,adctoulfleab,edptoulfleab,edctoalfleab,edctoulflaab,,0.0,0,0.0,1.0
unertableful,prss,,un,ert,able,ful,12,nutereblaluf,,nu,ter,ebla,luf,,uyertableful,uneltableful,unertabmeful,unertablehul,,1.0,1,2.0,0.0,,netereblaluf,nutemeblaluf,nuteriblaluf,nutereblaluc,,1.0,2,0.0,2.0
unesitableful,prss,,un,esit,able,ful,13,nuitesealblfu,,nu,ites,ealb,lfu,,anesitableful,unasitableful,unesitablaful,unesitablefal,,0.0,0,3.0,1.0,,yuitesealblfu,nuipesealblfu,nuiteseelblfu,nuitesealbmfu,,0.0,1,1.0,0.0
precotioner,prss,,pre,cot,ion,er,11,erptconoire,,erp,tco,noi,re,,pricotioner,prehotioner,precotiorer,precotionur,,2.0,0,2.0,0.0,,irptconoire,erptcinoire,erptconiire,erptconoiri,,0.0,2,1.0,1.0
inhesesioner,prss,,in,heses,ion,er,12,niheessnoire,,ni,heess,noi,re,,anhesesioner,inhepesioner,inhesesooner,inhesesionem,,0.0,2,0.0,1.0,,naheessnoire,nikeessnoire,niheessmoire,niheessnoime,,1.0,0,0.0,0.0
deitefulable,prss,,de,ite,ful,able,12,edietlufeabl,,ed,iet,luf,eabl,,teitefulable,deitifulable,deitefumable,deitefulablu,,0.0,2,2.0,3.0,,adietlufeabl,ediotlufeabl,edietlifeabl,edietlufeobl,,0.0,1,1.0,1.0
prehitafulable,prss,,pre,hita,ful,able,14,rpeiathfluaebl,,rpe,iath,flu,aebl,,drehitafulable,prehetafulable,prehitafilable,prehitafulabli,,0.0,1,1.0,3.0,,rpoiathfluaebl,rpeeathfluaebl,rpeiathfwuaebl,rpeiathfluoebl,,2.0,0,1.0,0.0
incoterion,prss,,in,cot,er,ion,10,nitcorenio,,ni,tco,re,nio,,ircoterion,inceterion,incotorion,incoteriom,,1.0,1,0.0,2.0,,mitcorenio,nitdorenio,nitcolenio,nitcorenii,,0.0,1,0.0,2.0
unesitableful,prss,,un,esit,able,ful,13,nueisteblaulf,,nu,eist,ebla,ulf,,uresitableful,unisitableful,unesitablaful,unesitablecul,,1.0,0,3.0,0.0,,noeisteblaulf,nueesteblaulf,nueistebnaulf,nueisteblauyf,,1.0,1,2.0,1.0
dehesesfulable,prss,,de,heses,ful,able,14,edehseslfulbae,,ed,ehses,lfu,lbae,,qehesesfulable,deheseffulable,dehesesfilable,dehesesfuleble,,0.0,4,1.0,0.0,,adehseslfulbae,edehsaslfulbae,edehseslfelbae,edehseslfulkae,,0.0,3,2.0,1.0
inertioner,prss,,in,ert,ion,er,10,nietrniore,,ni,etr,nio,re,,irertioner,inemtioner,inertiomer,inertionej,,1.0,1,2.0,1.0,,noetrniore,niekrniore,nietrniere,nietrnione,,1.0,1,2.0,0.0
inhitaioner,prss,,in,hita,ion,er,11,nihaitoinre,,ni,hait,oin,re,,imhitaioner,inhitiioner,inhitaaoner,inhitaionem,,1.0,3,0.0,1.0,,nahaitoinre,nihaetoinre,nihaitoimre,nihaitoinme,,1.0,2,2.0,0.0
prewowdableful,prss,,pre,wowd,able,ful,14,perodwwbaelluf,,per,odww,bael,luf,,srewowdableful,prewowpableful,prewowdapleful,prewowdablecul,,0.0,3,1.0,0.0,,pemodwwbaelluf,perodywbaelluf,perodwwboelluf,perodwwbaellef,,2.0,2,1.0,1.0
dealpaioner,prss,,de,alpa,ion,er,11,edalapoinre,,ed,alap,oin,re,,pealpaioner,deampaioner,dealpaioyer,dealpaionem,,0.0,1,2.0,1.0,,adalapoinre,edalafoinre,edalapainre,edalapoinme,,0.0,3,0.0,0.0
inhesesfulable,prss,,in,heses,ful,able,14,niehessuflelab,,ni,ehess,ufl,elab,,unhesesfulable,inhesosfulable,inhesestulable,inhesesfulahle,,0.0,3,0.0,1.0,,noehessuflelab,nietessuflelab,niehessiflelab,niehessuflelat,,1.0,1,0.0,3.0
preniserion,prss,,pre,nis,er,ion,11,rpensirenoi,,rpe,nsi,re,noi,,pleniserion,premiserion,prenisenion,prenisereon,,1.0,0,1.0,0.0,,rhensirenoi,rpensarenoi,rpensiwenoi,rpensiremoi,,1.0,2,0.0,0.0
denisioner,prss,,de,nis,ion,er,10,edisnonire,,ed,isn,oni,re,,tenisioner,denesioner,denisiener,denisionir,,0.0,1,1.0,0.0,,idisnonire,edidnonire,edisnorire,edisnonile,,0.0,1,1.0,0.0
uniteableful,prss,,un,ite,able,ful,12,nueiteblaflu,,nu,eit,ebla,flu,,uyiteableful,unitiableful,uniteabmeful,uniteablefun,,1.0,2,2.0,2.0,,yueiteblaflu,nueiveblaflu,nueiteplaflu,nueiteblaplu,,0.0,2,1.0,0.0
decoterion,prss,,de,cot,er,ion,10,edtcoreoin,,ed,tco,re,oin,,docoterion,decaterion,decotewion,decotereon,,1.0,1,1.0,0.0,,estcoreoin,edxcoreoin,edtcomeoin,edtcoreiin,,1.0,0,0.0,0.0
inertableful,prss,,in,ert,able,ful,12,nirteblaeulf,,ni,rte,blae,ulf,,anertableful,inemtableful,inertasleful,inertabledul,,0.0,1,1.0,0.0,,jirteblaeulf,nimteblaeulf,nirteblaaulf,nirteblaeulb,,0.0,0,3.0,2.0
prealpafulable,prss,,pre,alpa,ful,able,14,perlaapuflabel,,per,laap,ufl,abel,,pmealpafulable,preolpafulable,prealpafumable,prealpafulahle,,1.0,0,2.0,1.0,,parlaapuflabel,perlaupuflabel,perlaaputlabel,perlaapuflasel,,1.0,2,1.0,1.0
inerterion,prss,,in,ert,er,ion,10,niretreoni,,ni,ret,re,oni,,iwerterion,inarterion,inertemion,inerterior,,1.0,0,1.0,2.0,,riretreoni,niyetreoni,niretrooni,niretreuni,,0.0,0,1.0,0.0
incotableful,prss,,in,cot,able,ful,12,nictolbeaufl,,ni,cto,lbea,ufl,,imcotableful,intotableful,incotablaful,incotablefuy,,1.0,0,3.0,2.0,,rictolbeaufl,nicholbeaufl,nictolfeaufl,nictolbeaufm,,0.0,1,1.0,2.0
dealpaerion,prss,,de,alpa,er,ion,11,edlpaareoin,,ed,lpaa,re,oin,,cealpaerion,deampaerion,dealpaewion,dealpaereon,,0.0,1,1.0,0.0,,idlpaareoin,edlpaereoin,edlpaaneoin,edlpaareoiy,,0.0,3,0.0,2.0
uncoterion,prss,,un,cot,er,ion,10,nutocrenio,,nu,toc,re,nio,,uycoterion,uncuterion,uncotewion,uncoteraon,,1.0,1,1.0,0.0,,rutocrenio,nutecrenio,nutocmenio,nutocrerio,,0.0,1,0.0,0.0
inalpaioner,prss,,in,alpa,ion,er,11,nialaponire,,ni,alap,oni,re,,iralpaioner,inaldaioner,inalpaiener,inalpaionem,,1.0,2,1.0,1.0,,nealaponire,nialiponire,nialaponare,nialaponiri,,1.0,2,2.0,1.0
unhitaioner,prss,,un,hita,ion,er,11,nuhtianiore,,nu,htia,nio,re,,umhitaioner,unhihaioner,unhitaeoner,unhitaionar,,1.0,2,0.0,0.0,,nohtianiore,nuctianiore,nuhtianiure,nuhtianiome,,1.0,0,2.0,0.0
dehitaioner,prss,,de,hita,ion,er,11,edhatinoire,,ed,hati,noi,re,,pehitaioner,desitaioner,dehitaianer,dehitaionem,,0.0,0,1.0,1.0,,ekhatinoire,edhetinoire,edhatineire,edhatinoile,,1.0,1,1.0,0.0
preiteioner,prss,,pre,ite,ion,er,11,repteionire,,rep,tei,oni,re,,pmeiteioner,preitaioner,preiteiomer,preiteionen,,1.0,2,2.0,1.0,,ropteionire,repceionire,repteionare,repteionira,,1.0,0,2.0,1.0
precotfulable,prss,,pre,cot,ful,able,13,pertcofluelba,,per,tco,flu,elba,,pricotfulable,prepotfulable,precotfumable,precotfulablo,,2.0,0,2.0,3.0,,pirtcofluelba,pertdofluelba,pertcofmuelba,pertcofluelbe,,1.0,1,1.0,3.0
dedayableful,prss,,de,day,able,ful,12,edyadlbeaflu,,ed,yad,lbea,flu,,pedayableful,detayableful,dedayobleful,dedayablefel,,0.0,0,0.0,1.0,,etyadlbeaflu,edyatlbeaflu,edyadlbeeflu,edyadlbeafle,,1.0,2,3.0,2.0
uniteableful,prss,,un,ite,able,ful,12,nutielbealuf,,nu,tie,lbea,luf,,uyiteableful,unoteableful,uniteebleful,uniteablepul,,1.0,0,0.0,0.0,,lutielbealuf,nuteelbealuf,nutielbeiluf,nutielbearuf,,0.0,1,3.0,0.0
incotableful,prss,,in,cot,able,ful,12,nitoclbaeufl,,ni,toc,lbae,ufl,,oncotableful,incosableful,incotakleful,incotablefil,,0.0,2,1.0,1.0,,nutoclbaeufl,nitoplbaeufl,nitoclbaaufl,nitoclbaeusl,,1.0,2,3.0,1.0
inwowderion,prss,,in,wowd,er,ion,11,niwodwrenio,,ni,wodw,re,nio,,imwowderion,inrowderion,inwowdarion,inwowderior,,1.0,0,0.0,2.0,,nuwodwrenio,niwodlrenio,niwodwmenio,niwodwrewio,,1.0,3,0.0,0.0
undayfulable,prss,,un,day,ful,able,12,nuaydlfubela,,nu,ayd,lfu,bela,,uydayfulable,undoyfulable,undayfurable,undayfuleble,,1.0,1,2.0,0.0,,muaydlfubela,nuamdlfubela,nuaydnfubela,nuaydlfucela,,0.0,1,0.0,0.0
dewowdfulable,prss,,de,wowd,ful,able,13,edowdwluflbea,,ed,owdw,luf,lbea,,dowowdfulable,dewordfulable,dewowdtulable,dewowdfulahle,,1.0,2,0.0,1.0,,odowdwluflbea,edowdmluflbea,edowdwruflbea,edowdwluflbeo,,0.0,3,0.0,3.0
prehitaerion,prss,,pre,hita,er,ion,12,eprthaireoin,,epr,thai,re,oin,,prihitaerion,precitaerion,prehitaelion,prehitaerian,,2.0,0,1.0,1.0,,oprthaireoin,eprshaireoin,eprthairooin,eprthaireain,,0.0,0,1.0,0.0
prealpaioner,prss,,pre,alpa,ion,er,12,repaaplonire,,rep,aapl,oni,re,,praalpaioner,preelpaioner,prealpaooner,prealpaionen,,2.0,0,0.0,1.0,,rapaaplonire,repaiplonire,repaaplanire,repaaplonime,,1.0,1,0.0,0.0
initefulable,prss,,in,ite,ful,able,12,nitieulflabe,,ni,tie,ulf,labe,,imitefulable,inidefulable,initefurable,initefulabre,,1.0,1,2.0,2.0,,mitieulflabe,nitueulflabe,nitieulglabe,nitieulflube,,0.0,1,2.0,1.0
initeioner,prss,,in,ite,ion,er,10,nietinoire,,ni,eti,noi,re,,iriteioner,iniseioner,initeeoner,initeionem,,1.0,1,0.0,1.0,,rietinoire,nietunoire,nietimoire,nietinoiri,,0.0,2,0.0,1.0
inesitfulable,prss,,in,esit,ful,able,13,nitesiflubale,,ni,tesi,flu,bale,,unesitfulable,inositfulable,inesitfelable,inesitfulabli,,0.0,0,1.0,3.0,,netesiflubale,nitepiflubale,nitesihlubale,nitesiflubare,,1.0,2,0.0,2.0
dedayfulable,prss,,de,day,ful,able,12,edyaduflbela,,ed,yad,ufl,bela,,dadayfulable,dedawfulable,dedayfumable,dedayfulabla,,1.0,2,2.0,3.0,,etyaduflbela,edyapuflbela,edyaduplbela,edyaduflbewa,,1.0,2,1.0,2.0
unhesesioner,prss,,un,heses,ion,er,12,nueseshniore,,nu,esesh,nio,re,,umhesesioner,unhehesioner,unhesesioler,unhesesionir,,1.0,2,2.0,0.0,,naeseshniore,nuaseshniore,nueseshniire,nueseshniora,,1.0,0,2.0,1.0
unwowdfulable,prss,,un,wowd,ful,able,13,nuowdwlufbela,,nu,owdw,luf,bela,,ulwowdfulable,unwomdfulable,unwowdfalable,unwowdfulabli,,1.0,2,1.0,3.0,,ruowdwlufbela,nuewdwlufbela,nuowdwlafbela,nuowdwlufbelo,,0.0,0,1.0,3.0
denisfulable,prss,,de,nis,ful,able,12,edisnfluealb,,ed,isn,flu,ealb,,danisfulable,denikfulable,denisfurable,denisfulabla,,1.0,2,2.0,3.0,,idisnfluealb,edibnfluealb,edisnfleealb,edisnflueamb,,0.0,1,2.0,2.0
incotableful,prss,,in,cot,able,ful,12,nictobaelluf,,ni,cto,bael,luf,,encotableful,incetableful,incotablaful,incotablefal,,0.0,1,3.0,1.0,,mictobaelluf,nidtobaelluf,nictotaelluf,nictobaelnuf,,0.0,0,0.0,0.0
inwowderion,prss,,in,wowd,er,ion,11,niwdworeoni,,ni,wdwo,re,oni,,anwowderion,inwowterion,inwowdarion,inwowderiin,,0.0,3,0.0,1.0,,nawdworeoni,niwpworeoni,niwdwojeoni,niwdworeuni,,1.0,1,0.0,0.0
undayableful,prss,,un,day,able,ful,12,nuadylbeaulf,,nu,ady,lbea,ulf,,umdayableful,unvayableful,undayabloful,undayablefun,,1.0,0,3.0,2.0,,luadylbeaulf,nuatylbeaulf,nuadynbeaulf,nuadylbeailf,,0.0,1,0.0,0.0
undayableful,prss,,un,day,able,ful,12,nuydabaelufl,,nu,yda,bael,ufl,,andayableful,undarableful,undayabweful,undayabletul,,0.0,2,2.0,0.0,,ruydabaelufl,nuydubaelufl,nuydabuelufl,nuydabaelusl,,0.0,2,1.0,1.0
unwowdfulable,prss,,un,wowd,ful,able,13,nudwwolfulbae,,nu,dwwo,lfu,lbae,,onwowdfulable,unwomdfulable,unwowdsulable,unwowdfuleble,,0.0,2,0.0,0.0,,wudwwolfulbae,nudmwolfulbae,nudwwonfulbae,nudwwolfulbao,,0.0,1,0.0,3.0
dealpaioner,prss,,de,alpa,ion,er,11,edaalpniore,,ed,aalp,nio,re,,dialpaioner,dealgaioner,dealpaioler,dealpaionur,,1.0,2,2.0,0.0,,adaalpniore,edaampniore,edaalpnoore,edaalpnioro,,0.0,2,1.0,1.0
dealpaioner,prss,,de,alpa,ion,er,11,edlapanoire,,ed,lapa,noi,re,,doalpaioner,deampaioner,dealpaiower,dealpaionar,,1.0,1,2.0,0.0,,eclapanoire,edlasanoire,edlapanoare,edlapanoime,,1.0,2,2.0,0.0
unhitaerion,prss,,un,hita,er,ion,11,nuaithreino,,nu,aith,re,ino,,anhitaerion,unhotaerion,unhitaemion,unhitaerien,,0.0,1,1.0,1.0,,neaithreino,nuaifhreino,nuaithweino,nuaithreine,,1.0,2,0.0,2.0
dewowdfulable,prss,,de,wowd,ful,able,13,edowwdlufbael,,ed,owwd,luf,bael,,sewowdfulable,derowdfulable,dewowdfelable,dewowdfulabme,,0.0,0,1.0,2.0,,adowwdlufbael,edewwdlufbael,edowwdlifbael,edowwdluftael,,0.0,0,1.0,0.0
dehesesioner,prss,,de,heses,ion,er,12,edehessoinre,,ed,ehess,oin,re,,sehesesioner,detesesioner,deheseseoner,dehesesionar,,0.0,0,0.0,0.0,,ehehessoinre,edesessoinre,edehessoanre,edehessoinye,,1.0,1,1.0,0.0
prewowdableful,prss,,pre,wowd,able,ful,14,perdwwoleablfu,,per,dwwo,leab,lfu,,pwewowdableful,prewewdableful,prewowdabreful,prewowdabletul,,1.0,1,2.0,0.0,,pemdwwoleablfu,perdrwoleablfu,perdwwolaablfu,perdwwoleabltu,,2.0,1,1.0,1.0
prealpafulable,prss,,pre,alpa,ful,able,14,eprpalaulfeabl,,epr,pala,ulf,eabl,,frealpafulable,prealpofulable,prealpafalable,prealpafuleble,,0.0,3,1.0,0.0,,aprpalaulfeabl,eprpelaulfeabl,eprpalailfeabl,eprpalaulfeabm,,0.0,1,0.0,3.0
prewowdioner,prss,,pre,wowd,ion,er,12,repwodwniore,,rep,wodw,nio,re,,krewowdioner,prewowsioner,prewowdiower,prewowdionir,,0.0,3,2.0,0.0,,ripwodwniore,repwodlniore,repwodwneore,repwodwnioro,,1.0,3,1.0,1.0
unwowdioner,prss,,un,wowd,ion,er,11,nuwdownoire,,nu,wdow,noi,re,,umwowdioner,unwowvioner,unwowdeoner,unwowdionew,,1.0,3,0.0,1.0,,wuwdownoire,nuwdomnoire,nuwdownoere,nuwdownoile,,0.0,3,2.0,0.0
denisableful,prss,,de,nis,able,ful,12,edisnabelflu,,ed,isn,abel,flu,,venisableful,demisableful,denisabloful,denisablefal,,0.0,0,3.0,1.0,,ecisnabelflu,edasnabelflu,edisnaberflu,edisnabelfle,,1.0,0,3.0,2.0
undayioner,prss,,un,day,ion,er,10,nuydainore,,nu,yda,ino,re,,urdayioner,undarioner,undayiomer,undayionar,,1.0,2,2.0,0.0,,wuydainore,nuydeinore,nuydainere,nuydainoro,,0.0,2,2.0,1.0
unhitaioner,prss,,un,hita,ion,er,11,nutihaonire,,nu,tiha,oni,re,,enhitaioner,untitaioner,unhitaooner,unhitaionar,,0.0,0,0.0,0.0,,notihaonire,nugihaonire,nutihaorire,nutihaonile,,1.0,0,1.0,0.0
initeioner,prss,,in,ite,ion,er,10,nitieoinre,,ni,tie,oin,re,,imiteioner,inoteioner,initeiener,initeionar,,1.0,0,1.0,0.0,,natieoinre,nitiooinre,nitieoanre,nitieoinra,,1.0,2,1.0,1.0
dealpafulable,prss,,de,alpa,ful,able,13,edpalafluaebl,,ed,pala,flu,aebl,,vealpafulable,dearpafulable,dealpafalable,dealpafulabne,,0.0,1,1.0,2.0,,ehpalafluaebl,edgalafluaebl,edpalafloaebl,edpalafluaubl,,1.0,0,2.0,1.0
unhesesfulable,prss,,un,heses,ful,able,14,nuseeshfluelab,,nu,seesh,flu,elab,,anhesesfulable,unheseffulable,unhesesfunable,unhesesfulabme,,0.0,4,2.0,2.0,,noseeshfluelab,nuseeskfluelab,nuseeshfruelab,nuseeshfluelad,,1.0,4,1.0,3.0
decoterion,prss,,de,cot,er,ion,10,edoctrenoi,,ed,oct,re,noi,,zecoterion,devoterion,decoturion,decoterioj,,0.0,0,0.0,2.0,,ecoctrenoi,eductrenoi,edoctrinoi,edoctrenei,,1.0,0,1.0,1.0
prenisfulable,prss,,pre,nis,ful,able,13,eprsnifluleab,,epr,sni,flu,leab,,pnenisfulable,premisfulable,prenisfolable,prenisfulabme,,1.0,0,1.0,2.0,,iprsnifluleab,eprsmifluleab,eprsnifmuleab,eprsnifluleat,,0.0,1,1.0,3.0
unesitableful,prss,,un,esit,able,ful,13,nutiesbaleluf,,nu,ties,bale,luf,,umesitableful,unesipableful,unesitabneful,unesitablefal,,1.0,3,2.0,1.0,,nitiesbaleluf,nutiepbaleluf,nutiesbaloluf,nutiesbalelef,,1.0,3,3.0,1.0
denisioner,prss,,de,nis,ion,er,10,edisnonire,,ed,isn,oni,re,,henisioner,deyisioner,denisiiner,denisionir,,0.0,0,1.0,0.0,,adisnonire,edihnonire,edisnonare,edisnonira,,0.0,1,2.0,1.0
prehitafulable,prss,,pre,hita,ful,able,14,rpehatilufbael,,rpe,hati,luf,bael,,pruhitafulable,prehihafulable,prehitafilable,prehitafulasle,,2.0,2,1.0,1.0,,rfehatilufbael,rpehatelufbael,rpehatilofbael,rpehatiluftael,,1.0,3,1.0,0.0
decotableful,prss,,de,cot,able,ful,12,edtcoelabulf,,ed,tco,elab,ulf,,tecotableful,decatableful,decotasleful,decotablefal,,0.0,1,1.0,1.0,,adtcoelabulf,edtgoelabulf,edtcoilabulf,edtcoelabilf,,0.0,1,0.0,0.0
unalpaioner,prss,,un,alpa,ion,er,11,nuaalpniore,,nu,aalp,nio,re,,uralpaioner,unampaioner,unalpaiorer,unalpaionem,,1.0,1,2.0,1.0,,neaalpniore,nuaanpniore,nuaalpmiore,nuaalpniome,,1.0,2,0.0,0.0
predayerion,prss,,pre,day,er,ion,11,epraydreino,,epr,ayd,re,ino,,pwedayerion,prefayerion,predayemion,predayerioy,,1.0,0,1.0,2.0,,epmaydreino,epraytreino,epraydroino,epraydreiwo,,2.0,2,1.0,1.0
undayioner,prss,,un,day,ion,er,10,nuydaniore,,nu,yda,nio,re,,endayioner,undamioner,undayiomer,undayionew,,0.0,2,2.0,1.0,,naydaniore,nuydiniore,nuydanoore,nuydaniome,,1.0,2,1.0,0.0
predayerion,prss,,pre,day,er,ion,11,peradyrenoi,,per,ady,re,noi,,fredayerion,predoyerion,predayarion,predayeriom,,0.0,1,0.0,2.0,,pemadyrenoi,peradmrenoi,peradyyenoi,peradyrewoi,,2.0,2,0.0,0.0
denisfulable,prss,,de,nis,ful,able,12,ednsiufllaeb,,ed,nsi,ufl,laeb,,dinisfulable,demisfulable,denisfumable,denisfulacle,,1.0,0,2.0,1.0,,idnsiufllaeb,edlsiufllaeb,ednsiusllaeb,ednsiuflraeb,,0.0,0,1.0,0.0
dewowdioner,prss,,de,wowd,ion,er,11,edwdownoire,,ed,wdow,noi,re,,dawowdioner,dewowpioner,dewowdiorer,dewowdionel,,1.0,3,2.0,1.0,,adwdownoire,edrdownoire,edwdownaire,edwdownoime,,0.0,0,1.0,0.0
preiteableful,prss,,pre,ite,able,ful,13,perietlbeaflu,,per,iet,lbea,flu,,priiteableful,preateableful,preiteobleful,preiteabledul,,2.0,0,0.0,0.0,,pewietlbeaflu,periatlbeaflu,perietlbeoflu,perietlbeaflo,,2.0,1,3.0,2.0
unitefulable,prss,,un,ite,ful,able,12,nuteiuflbela,,nu,tei,ufl,bela,,ulitefulable,unitofulable,unitefolable,unitefulabye,,1.0,2,1.0,2.0,,luteiuflbela,nuteeuflbela,nuteiufmbela,nuteiuflbelu,,0.0,2,2.0,3.0
unalpaerion,prss,,un,alpa,er,ion,11,nuaplareoin,,nu,apla,re,oin,,uralpaerion,unaltaerion,unalpaarion,unalpaeroon,,1.0,2,0.0,0.0,,muaplareoin,nueplareoin,nuaplaraoin,nuaplareoim,,0.0,0,1.0,2.0
dehesesioner,prss,,de,heses,ion,er,12,edeshseinore,,ed,eshse,ino,re,,sehesesioner,dehusesioner,dehesesuoner,dehesesionel,,0.0,1,0.0,1.0,,eveshseinore,ededhseinore,edeshseinire,edeshseinori,,1.0,1,2.0,1.0
unesitfulable,prss,,un,esit,ful,able,13,nusietufllbae,,nu,siet,ufl,lbae,,enesitfulable,unehitfulable,unesitfunable,unesitfulabla,,0.0,1,2.0,3.0,,yusietufllbae,nusiitufllbae,nusietufrlbae,nusietufllbaa,,0.0,2,2.0,3.0
inhitafulable,prss,,in,hita,ful,able,13,nitaihuflbael,,ni,taih,ufl,bael,,irhitafulable,inbitafulable,inhitavulable,inhitafulahle,,1.0,0,0.0,1.0,,mitaihuflbael,nitaehuflbael,nitaiheflbael,nitaihuflbaey,,0.0,2,0.0,3.0
unhesesableful,prss,,un,heses,able,ful,14,nusheesbaleluf,,nu,shees,bale,luf,,anhesesableful,unhehesableful,unhesesebleful,unhesesablekul,,0.0,2,0.0,0.0,,rusheesbaleluf,nushiesbaleluf,nusheesbileluf,nusheesbaleruf,,0.0,2,1.0,0.0
